,name,review_count,FSA,price_range,take_out,success,Visible_Minority_Population_Pct,South_Asian_Pct,Chinese_Pct,Black_Pct,Filipino_Pct,Latin American_Pct,Arab_Pct,South_East_Asian_Pct,West_Asian_Pct,Korean_Pct,Japanese_Pct,Not_Visible_Minority_Population_Pct,Population,Population_Average_Age,Age:0-19,Age:20-39,Age:40-59,Age:60plus,Median Income,Commute:Drive,Commute:Walk_Bus_Bike,NonImmigrants,Immigrants,House_Owner_Pct,House_Renter_Pct,Median_Monthly_Rent,Median_Monthly_Buy,Restaurant_Density,L4K,L6A,M1B,M1C,M1E,M1G,M1H,M1J,M1K,M1L,M1M,M1N,M1P,M1R,M1S,M1T,M1V,M1W,M1X,M2H,M2J,M2K,M2L,M2M,M2N,M2P,M2R,M3A,M3B,M3C,M3H,M3J,M3K,M3L,M3M,M3N,M4A,M4B,M4C,M4E,M4G,M4H,M4J,M4K,M4L,M4M,M4N,M4P,M4R,M4S,M4T,M4V,M4W,M4X,M4Y,M5A,M5B,M5C,M5E,M5G,M5H,M5J,M5M,M5N,M5P,M5R,M5S,M5T,M5V,M6A,M6B,M6C,M6E,M6G,M6H,M6J,M6K,M6L,M6M,M6N,M6P,M6R,M6S,M8V,M8W,M8X,M8Y,M8Z,M9A,M9B,M9C,M9L,M9M,M9N,M9P,M9R,M9V,M9W,Bakeries,Bars,Breakfast/Brunch,Chinese,Coffee/Tea,Desserts,Japanese,Korean,Mexican,Misc,Non-Visible Minority Foods,South East Asian,Specialty,Vegetarian/Vegan,West Asian,avg_hours_in_week
4292,Loblaws Supermarkets,16,M4E,2,1,0,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0
4293,Foodoe's  Fish and Chips,23,M4E,2,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.071
4294,The Pie Shack,71,M4E,2,1,0,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.429
4295,Rowan,5,M4E,2,0,0,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.714
4296,The Big Carrot,4,M4E,1,1,0,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.286
4297,Farmacia Health Bar,12,M4E,2,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.857
4298,Life is Sweet,10,M4E,2,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.714
4299,Savoury Grounds,10,M4E,1,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.071
4300,Savoury Grounds,6,M4E,2,0,0,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.643
4301,Outrigger,52,M4E,2,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.714
4302,Thai House Cuisine,33,M4E,2,1,1,3985.0,750.0,975.0,615.0,435.0,265.0,95.0,130.0,50.0,180.0,155.0,20760.0,25044.0,40.1,5795.0,5925.0,8385.0,4940.0,80586.0,6415.0,5315.0,19580.0,4920.0,6885.0,3875.0,1082.0,1857.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.143
4303,Milestones Restaurants,71,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.571
4304,Burger King,4,M1P,1,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0
4305,Habibiz Restaurant & Cafe,23,M1P,2,0,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.429
4306,Wings & Wings,6,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.429
4307,Starbucks,15,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
4308,Energy Shack Juice Bar,19,M1P,1,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857
4309,City Fried Chicken,11,M1P,1,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.714
4310,Queen Victoria Pub,13,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
4311,DQ Grill & Chill Restaurant,15,M1P,1,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.786
4312,Foody World,7,M1P,1,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0
4313,Fanzone Wings & Ribs,153,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.429
4314,Shawarma 360,32,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.071
4315,Parwan Kabob,6,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.714
4316,Cacao 70 Eatery & Dip Shop,49,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.143
4317,Tim Hortons,3,M1P,1,0,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.571
4318,Karaikudi,99,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.286
4319,Jollibee,174,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.0
4320,Starbucks,8,M1P,2,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.214
4321,Kroran Uyghur Cuisine,14,M1P,1,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.571
4322,Desi Hut Takeout & Catering,3,M1P,1,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
4323,Mucho Burrito,22,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0
4324,Kwan Dim Sum Express,43,M1P,2,1,0,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.143
4325,New York Fries,9,M1P,1,1,1,33615.0,12630.0,6910.0,3445.0,4895.0,600.0,1065.0,450.0,1380.0,210.0,145.0,10345.0,45571.0,40.5,10050.0,13075.0,12405.0,10040.0,46487.0,10800.0,8120.0,16785.0,25325.0,10050.0,6495.0,1132.0,1374.0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.643
